20200117,北京市,北京市,浙江省,嘉兴市,0.01173
20200117,北京市,北京市,浙江省,温州市,0.03214
20200117,北京市,北京市,广西壮族自治区,贺州市,0.00207
20200117,四川省,成都市,北京市,北京市,0.10229
20200117,新疆维吾尔自治区,克拉玛依市,北京市,北京市,0.00165
20200117,新疆维吾尔自治区,乌鲁木齐市,北京市,北京市,0.01766
20200117,北京市,北京市,内蒙古自治区,赤峰市,0.10177
20200117,北京市,北京市,内蒙古自治区,乌海市,0.00590
20200117,四川省,乐山市,北京市,北京市,0.00165
20200117,西藏自治区,那曲市,北京市,北京市,0.00010
20200117,黑龙江省,鹤岗市,北京市,北京市,0.00253
20200117,河南省,周口市,北京市,北京市,0.02417
20200117,北京市,北京市,云南省,大理白族自治州,0.00758
20200117,北京市,北京市,黑龙江省,大兴安岭地区,0.00220
20200117,北京市,北京市,青海省,海东市,0.00253
20200117,安徽省,滁州市,北京市,北京市,0.00564
20200117,新疆维吾尔自治区,喀什地区,北京市,北京市,0.00123
20200117,内蒙古自治区,呼伦贝尔市,北京市,北京市,0.01166
20200117,广西壮族自治区,梧州市,北京市,北京市,0.00097
20200117,河南省,信阳市,北京市,北京市,0.02874
20200117,陕西省,渭南市,北京市,北京市,0.00590
20200117,甘肃省,临夏回族自治州,北京市,北京市,0.00123
20200117,甘肃省,陇南市,北京市,北京市,0.00272
20200117,安徽省,六安市,北京市,北京市,0.00415
20200117,北京市,北京市,海南省,东方市,0.00204
20200117,北京市,北京市,广东省,揭阳市,0.00298
20200117,北京市,北京市,山西省,大同市,0.09824
20200117,北京市,北京市,黑龙江省,黑河市,0.01034
20200117,河北省,邯郸市,北京市,北京市,0.09785
20200117,北京市,北京市,湖北省,黄冈市,0.03496
20200117,浙江省,湖州市,北京市,北京市,0.00629
20200117,广西壮族自治区,玉林市,北京市,北京市,0.00139
20200117,内蒙古自治区,兴安盟,北京市,北京市,0.00590
20200117,浙江省,金华市,北京市,北京市,0.01034
20200117,北京市,北京市,陕西省,咸阳市,0.02430
20200117,广东省,梅州市,北京市,北京市,0.00123
20200117,湖南省,衡阳市,北京市,北京市,0.00395
20200117,北京市,北京市,江苏省,南京市,0.09636
20200117,北京市,北京市,河南省,三门峡市,0.01785
20200117,广东省,阳江市,北京市,北京市,0.00162
20200117,新疆维吾尔自治区,伊犁哈萨克自治州,北京市,北京市,0.00162
20200117,北京市,北京市,吉林省,松原市,0.02436
20200117,山东省,日照市,北京市,北京市,0.01034
20200117,安徽省,池州市,北京市,北京市,0.00123
20200117,甘肃省,金昌市,北京市,北京市,0.00100
20200117,江苏省,苏州市,北京市,北京市,0.04701
20200117,吉林省,白城市,北京市,北京市,0.00369
20200117,西藏自治区,昌都市,北京市,北京市,0.00006
20200117,北京市,北京市,四川省,遂宁市,0.01030
20200117,吉林省,延边朝鲜族自治州,北京市,北京市,0.00629
20200117,新疆维吾尔自治区,昌吉回族自治州,北京市,北京市,0.00100
20200117,北京市,北京市,甘肃省,陇南市,0.03464
20200117,北京市,北京市,新疆维吾尔自治区,昌吉回族自治州,0.00480
20200117,湖南省,湘潭市,北京市,北京市,0.00266
20200117,北京市,北京市,四川省,资阳市,0.00480
20200117,北京市,北京市,河南省,焦作市,0.02877
20200117,北京市,北京市,甘肃省,临夏回族自治州,0.00337
20200117,北京市,北京市,湖南省,益阳市,0.00859
20200117,浙江省,绍兴市,北京市,北京市,0.00862
20200117,北京市,北京市,台湾省,彰化县,0.00006
20200117,北京市,北京市,四川省,达州市,0.02462
20200117,北京市,北京市,湖南省,湘潭市,0.00862
20200117,湖南省,岳阳市,北京市,北京市,0.00379
20200117,北京市,北京市,山东省,东营市,0.02469
20200117,北京市,北京市,湖北省,潜江市,0.00298
20200117,北京市,北京市,江苏省,南通市,0.04656
20200117,北京市,北京市,安徽省,黄山市,0.00554
20200117,北京市,北京市,山西省,忻州市,0.04636
20200117,新疆维吾尔自治区,双河市,北京市,北京市,0.00006
20200117,贵州省,黔东南苗族侗族自治州,北京市,北京市,0.00162
20200117,北京市,北京市,云南省,德宏傣族景颇族自治州,0.00143
20200117,北京市,北京市,西藏自治区,山南市,0.00006
20200117,北京市,北京市,新疆维吾尔自治区,乌鲁木齐市,0.02981
20200117,北京市,北京市,河南省,商丘市,0.09091
20200117,北京市,北京市,河北省,秦皇岛市,0.09088
20200117,湖南省,长沙市,北京市,北京市,0.04604
20200117,台湾省,台南市,北京市,北京市,0.00006
20200117,河南省,南阳市,北京市,北京市,0.01814
20200117,北京市,北京市,辽宁省,鞍山市,0.03042
20200117,陕西省,西安市,北京市,北京市,0.09069
20200117,北京市,北京市,广东省,深圳市,0.09069
20200117,北京市,北京市,新疆维吾尔自治区,巴音郭楞蒙古自治州,0.00411
20200117,湖北省,鄂州市,北京市,北京市,0.00126
20200117,北京市,北京市,台湾省,基隆市,0.00006
20200117,北京市,北京市,云南省,楚雄彝族自治州,0.00162
20200117,北京市,北京市,内蒙古自治区,呼伦贝尔市,0.02686
20200117,北京市,北京市,浙江省,衢州市,0.00544
20200117,吉林省,长春市,北京市,北京市,0.04578
20200117,内蒙古自治区,锡林郭勒盟,北京市,北京市,0.01834
20200117,北京市,北京市,甘肃省,嘉峪关市,0.00162
20200117,北京市,北京市,内蒙古自治区,通辽市,0.04572
20200117,北京市,北京市,湖南省,怀化市,0.01027
20200117,黑龙江省,绥化市,北京市,北京市,0.00768
20200117,北京市,北京市,山西省,吕梁市,0.04565
20200117,云南省,临沧市,北京市,北京市,0.00104
20200117,北京市,北京市,福建省,福州市,0.03418
20200117,云南省,昭通市,北京市,北京市,0.00104
20200117,河南省,安阳市,北京市,北京市,0.01840
20200117,青海省,海北藏族自治州,北京市,北京市,0.00006
20200117,黑龙江省,伊春市,北京市,北京市,0.00207
20200117,河南省,漯河市,北京市,北京市,0.00522
20200117,湖北省,神农架林区,北京市,北京市,0.00006
20200117,江苏省,宿迁市,北京市,北京市,0.01150
20200117,北京市,北京市,河南省,安阳市,0.08771
20200117,广东省,深圳市,北京市,北京市,0.08764
20200117,北京市,北京市,湖北省,荆门市,0.01150
20200117,北京市,北京市,新疆维吾尔自治区,石河子市,0.00136
20200117,甘肃省,嘉峪关市,北京市,北京市,0.00071
20200117,辽宁省,营口市,北京市,北京市,0.00865
20200117,河南省,济源市,北京市,北京市,0.00126
20200117,河南省,许昌市,北京市,北京市,0.00865
20200117,辽宁省,阜新市,北京市,北京市,0.00522
20200117,北京市,北京市,黑龙江省,牡丹江市,0.03392
20200117,北京市,北京市,内蒙古自治区,呼和浩特市,0.08729
20200117,河南省,郑州市,北京市,北京市,0.08729
20200117,湖南省,益阳市,北京市,北京市,0.00159
20200117,河南省,洛阳市,北京市,北京市,0.01847
20200117,安徽省,宣城市,北京市,北京市,0.00207
20200117,贵州省,六盘水市,北京市,北京市,0.00133
20200117,北京市,北京市,湖南省,长沙市,0.08670
20200117,北京市,北京市,辽宁省,丹东市,0.02508
20200117,北京市,北京市,贵州省,贵阳市,0.02968
20200117,江西省,萍乡市,北京市,北京市,0.00143
20200117,江西省,上饶市,北京市,北京市,0.00269
20200117,北京市,北京市,安徽省,合肥市,0.08618
20200117,北京市,北京市,海南省,五指山市,0.00104
20200117,海南省,儋州市,北京市,北京市,0.00071
20200117,北京市,北京市,广东省,广州市,0.08605
20200117,广西壮族自治区,防城港市,北京市,北京市,0.00143
20200117,天津市,天津市,北京市,北京市,0.62373
20200117,北京市,北京市,河南省,信阳市,0.19019
20200117,北京市,北京市,河北省,张家口市,0.45966
20200117,北京市,北京市,河北省,沧州市,0.24854
20200117,河北省,张家口市,北京市,北京市,0.30164
20200117,北京市,北京市,河北省,承德市,0.30391
20200117,河北省,廊坊市,北京市,北京市,1.55598
20200117,北京市,北京市,河北省,廊坊市,1.54577
20200117,北京市,北京市,天津市,天津市,0.63028
20200117,北京市,北京市,陕西省,西安市,0.17515
20200117,北京市,北京市,河北省,邯郸市,0.39155
20200117,北京市,北京市,河南省,周口市,0.18484
20200117,北京市,北京市,河南省,郑州市,0.18423
20200117,北京市,北京市,上海市,上海市,0.21692
20200117,北京市,北京市,河北省,邢台市,0.20992
20200117,上海市,上海市,北京市,北京市,0.24242
20200117,北京市,北京市,河北省,唐山市,0.20872
20200117,河北省,石家庄市,北京市,北京市,0.17969
20200117,北京市,北京市,黑龙江省,哈尔滨市,0.20036
20200117,北京市,北京市,河北省,石家庄市,0.28295
20200117,北京市,北京市,河北省,衡水市,0.19715
20200117,河北省,承德市,北京市,北京市,0.17467
20200117,河北省,保定市,北京市,北京市,0.65736
20200117,河北省,唐山市,北京市,北京市,0.19657
20200117,北京市,北京市,河北省,保定市,0.93169
20200117,北京市,北京市,广东省,河源市,0.00159
20200117,江苏省,南京市,北京市,北京市,0.08547
20200117,宁夏回族自治区,吴忠市,北京市,北京市,0.00143
20200117,北京市,北京市,四川省,广元市,0.03370
20200117,广西壮族自治区,崇左市,北京市,北京市,0.00071
20200117,陕西省,安康市,北京市,北京市,0.00275
20200117,北京市,北京市,江苏省,盐城市,0.02543
20200117,北京市,北京市,山东省,青岛市,0.08392
20200117,广东省,汕头市,北京市,北京市,0.00269
20200117,江苏省,无锡市,北京市,北京市,0.02560
20200117,北京市,北京市,浙江省,台州市,0.01286
20200117,北京市,北京市,香港,香港,0.01286
20200117,浙江省,舟山市,北京市,北京市,0.00428
20200117,北京市,北京市,青海省,海北藏族自治州,0.00045
20200117,吉林省,白山市,北京市,北京市,0.00311
20200117,北京市,北京市,河南省,濮阳市,0.08165
20200117,海南省,保亭黎族苗族自治县,北京市,北京市,0.00075
20200117,北京市,北京市,浙江省,杭州市,0.08145
20200117,北京市,北京市,辽宁省,营口市,0.02563
20200117,台湾省,台北市,北京市,北京市,0.00045
20200117,北京市,北京市,江西省,鹰潭市,0.00311
20200117,贵州省,安顺市,北京市,北京市,0.00233
20200117,广西壮族自治区,百色市,北京市,北京市,0.00075
20200117,北京市,北京市,山东省,泰安市,0.08048
20200117,广西壮族自治区,河池市,北京市,北京市,0.00042
20200117,北京市,北京市,海南省,白沙黎族自治县,0.00042
20200117,北京市,北京市,四川省,攀枝花市,0.00156
20200117,北京市,北京市,云南省,迪庆藏族自治州,0.00042
20200117,北京市,北京市,广东省,梅州市,0.00214
20200117,山东省,威海市,北京市,北京市,0.01850
20200117,台湾省,新竹市,北京市,北京市,0.00006
20200117,北京市,北京市,四川省,甘孜藏族自治州,0.00042
20200117,北京市,北京市,广东省,珠海市,0.01853
20200117,吉林省,四平市,北京市,北京市,0.00622
20200117,四川省,自贡市,北京市,北京市,0.00075
20200117,北京市,北京市,辽宁省,辽阳市,0.01134
20200117,北京市,北京市,海南省,昌江黎族自治县,0.00042
20200117,山东省,济南市,北京市,北京市,0.07906
20200117,山东省,潍坊市,北京市,北京市,0.03182
20200117,北京市,北京市,海南省,临高县,0.00104
20200117,黑龙江省,大庆市,北京市,北京市,0.01312
20200117,北京市,北京市,海南省,儋州市,0.00285
20200117,山西省,临汾市,北京市,北京市,0.01873
20200117,云南省,昆明市,北京市,北京市,0.03344
20200117,辽宁省,葫芦岛市,北京市,北京市,0.01876
20200117,北京市,北京市,江西省,景德镇市,0.00525
20200117,北京市,北京市,广东省,湛江市,0.00774
20200117,新疆维吾尔自治区,塔城地区,北京市,北京市,0.00055
20200117,辽宁省,抚顺市,北京市,北京市,0.00483
20200117,北京市,北京市,辽宁省,大连市,0.07763
20200117,广西壮族自治区,来宾市,北京市,北京市,0.00042
20200117,海南省,白沙黎族自治县,北京市,北京市,0.00006
20200117,新疆维吾尔自治区,昆玉市,北京市,北京市,0.00006
20200117,北京市,北京市,山西省,晋中市,0.04455
20200117,甘肃省,武威市,北京市,北京市,0.00042
20200117,北京市,北京市,湖北省,随州市,0.01889
20200117,浙江省,杭州市,北京市,北京市,0.07711
20200117,河南省,驻马店市,北京市,北京市,0.01892
20200117,湖北省,荆州市,北京市,北京市,0.00340
20200117,北京市,北京市,江西省,九江市,0.02718
20200117,云南省,曲靖市,北京市,北京市,0.00237
20200117,广东省,珠海市,北京市,北京市,0.01895
20200117,内蒙古自治区,包头市,北京市,北京市,0.02576
20200117,湖北省,宜昌市,北京市,北京市,0.00778
20200117,海南省,五指山市,北京市,北京市,0.00006
20200117,广东省,云浮市,北京市,北京市,0.00078
20200117,北京市,北京市,吉林省,吉林市,0.04419
20200117,北京市,北京市,四川省,眉山市,0.00671
20200117,浙江省,台州市,北京市,北京市,0.00781
20200117,山东省,临沂市,北京市,北京市,0.02725
20200117,安徽省,黄山市,北京市,北京市,0.00583
20200117,湖北省,潜江市,北京市,北京市,0.00107
20200117,北京市,北京市,台湾省,新竹县,0.00006
20200117,北京市,北京市,黑龙江省,双鸭山市,0.01319
20200117,北京市,北京市,台湾省,南投县,0.00003
20200117,北京市,北京市,广西壮族自治区,北海市,0.00784
20200117,北京市,北京市,四川省,内江市,0.00583
20200117,甘肃省,庆阳市,北京市,北京市,0.00343
20200117,北京市,北京市,山东省,济宁市,0.07633
20200117,内蒙古自治区,巴彦淖尔市,北京市,北京市,0.00946
20200117,北京市,北京市,福建省,泉州市,0.01925
20200117,北京市,北京市,云南省,昭通市,0.00285
20200117,海南省,临高县,北京市,北京市,0.00042
20200117,北京市,北京市,湖南省,娄底市,0.01325
20200117,内蒙古自治区,乌海市,北京市,北京市,0.00434
20200117,北京市,北京市,台湾省,台北市,0.00156
20200117,内蒙古自治区,鄂尔多斯市,北京市,北京市,0.01925
20200117,北京市,北京市,海南省,澄迈县,0.00379
20200117,北京市,北京市,广西壮族自治区,柳州市,0.00674
20200117,北京市,北京市,陕西省,安康市,0.01328
20200117,甘肃省,天水市,北京市,北京市,0.00392
20200117,北京市,北京市,四川省,巴中市,0.02900
20200117,北京市,北京市,西藏自治区,拉萨市,0.00434
20200117,北京市,北京市,四川省,南充市,0.02728
20200117,福建省,龙岩市,北京市,北京市,0.00133
20200117,四川省,泸州市,北京市,北京市,0.00227
20200117,北京市,北京市,台湾省,云林县,0.00003
20200117,广西壮族自治区,桂林市,北京市,北京市,0.01345
20200117,山西省,晋城市,北京市,北京市,0.00784
20200117,北京市,北京市,甘肃省,定西市,0.01345
20200117,黑龙江省,佳木斯市,北京市,北京市,0.00677
20200117,山东省,青岛市,北京市,北京市,0.07458
20200117,云南省,迪庆藏族自治州,北京市,北京市,0.00003
20200117,甘肃省,白银市,北京市,北京市,0.00143
20200117,北京市,北京市,云南省,怒江傈僳族自治州,0.00039
20200117,广东省,佛山市,北京市,北京市,0.01351
20200117,海南省,乐东黎族自治县,北京市,北京市,0.00107
20200117,北京市,北京市,广东省,潮州市,0.00194
20200117,北京市,北京市,四川省,绵阳市,0.03318
20200117,北京市,北京市,新疆维吾尔自治区,阿勒泰地区,0.00039
20200117,北京市,北京市,云南省,文山壮族苗族自治州,0.00149
20200117,江苏省,镇江市,北京市,北京市,0.00680
20200117,湖南省,株洲市,北京市,北京市,0.00489
20200117,青海省,果洛藏族自治州,北京市,北京市,0.00003
20200117,北京市,北京市,青海省,果洛藏族自治州,0.00003
20200117,河北省,衡水市,北京市,北京市,0.07280
20200117,湖北省,黄冈市,北京市,北京市,0.00343
20200117,北京市,北京市,黑龙江省,鹤岗市,0.00791
20200117,江苏省,连云港市,北京市,北京市,0.00910
20200117,北京市,北京市,云南省,临沧市,0.00081
20200117,云南省,丽江市,北京市,北京市,0.00373
20200117,贵州省,遵义市,北京市,北京市,0.00441
20200117,台湾省,高雄市,北京市,北京市,0.00003
20200117,北京市,北京市,安徽省,阜阳市,0.07238
20200117,湖北省,襄阳市,北京市,北京市,0.00794
20200117,新疆维吾尔自治区,和田地区,北京市,北京市,0.00110
20200117,北京市,北京市,海南省,万宁市,0.00492
20200117,北京市,北京市,青海省,黄南藏族自治州,0.00036
20200117,新疆维吾尔自治区,哈密市,北京市,北京市,0.00285
20200117,北京市,北京市,安徽省,宣城市,0.00551
20200117,新疆维吾尔自治区,阿勒泰地区,北京市,北京市,0.00036
20200117,北京市,北京市,湖北省,襄阳市,0.03315
20200117,北京市,北京市,河南省,济源市,0.00492
20200117,北京市,北京市,广东省,汕头市,0.00544
20200117,江西省,吉安市,北京市,北京市,0.00408
20200117,海南省,昌江黎族自治县,北京市,北京市,0.00036
20200117,吉林省,吉林市,北京市,北京市,0.01383
20200117,黑龙江省,哈尔滨市,北京市,北京市,0.07118
20200117,北京市,北京市,四川省,凉山彝族自治州,0.00314
20200117,海南省,屯昌县,北京市,北京市,0.00003
20200117,四川省,遂宁市,北京市,北京市,0.00081
20200117,北京市,北京市,浙江省,金华市,0.01111
20200117,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,北京市,北京市,0.00036
20200117,北京市,北京市,云南省,曲靖市,0.00797
20200117,北京市,北京市,安徽省,亳州市,0.02757
20200117,北京市,北京市,四川省,阿坝藏族羌族自治州,0.00110
20200117,北京市,北京市,广东省,东莞市,0.01387
20200117,安徽省,亳州市,北京市,北京市,0.00684
20200117,北京市,北京市,江苏省,连云港市,0.02009
20200117,西藏自治区,日喀则市,北京市,北京市,0.00032
20200117,北京市,北京市,新疆维吾尔自治区,铁门关市,0.00003
20200117,北京市,北京市,内蒙古自治区,鄂尔多斯市,0.02767
20200117,北京市,北京市,青海省,海南藏族自治州,0.00032
20200117,安徽省,马鞍山市,北京市,北京市,0.00347
20200117,四川省,内江市,北京市,北京市,0.00081
20200117,北京市,北京市,新疆维吾尔自治区,塔城地区,0.00139
20200117,北京市,北京市,台湾省,台中市,0.00032
20200117,北京市,北京市,辽宁省,葫芦岛市,0.04193
20200117,江西省,赣州市,北京市,北京市,0.00800
20200117,北京市,北京市,浙江省,绍兴市,0.01111
20200117,甘肃省,兰州市,北京市,北京市,0.02028
20200117,北京市,北京市,新疆维吾尔自治区,和田地区,0.00032
20200117,江苏省,淮安市,北京市,北京市,0.00625
20200117,山西省,吕梁市,北京市,北京市,0.00920
20200117,北京市,北京市,山东省,枣庄市,0.03133
20200117,青海省,海东市,北京市,北京市,0.00110
20200117,新疆维吾尔自治区,阿克苏地区,北京市,北京市,0.00149
20200117,湖北省,武汉市,北京市,北京市,0.06908
20200117,江苏省,泰州市,北京市,北京市,0.00690
20200117,北京市,北京市,湖北省,鄂州市,0.00318
20200117,北京市,北京市,湖北省,荆州市,0.02054
20200117,北京市,北京市,吉林省,延边朝鲜族自治州,0.01413
20200117,青海省,西宁市,北京市,北京市,0.01001
20200117,北京市,北京市,安徽省,安庆市,0.06856
20200117,宁夏回族自治区,银川市,北京市,北京市,0.02067
20200117,四川省,眉山市,北京市,北京市,0.00156
20200117,台湾省,新竹县,北京市,北京市,0.00003
20200117,黑龙江省,牡丹江市,北京市,北京市,0.00810
20200117,北京市,北京市,宁夏回族自治区,固原市,0.00295
20200117,北京市,北京市,广东省,肇庆市,0.00240
20200117,宁夏回族自治区,固原市,北京市,北京市,0.00110
20200117,北京市,北京市,黑龙江省,鸡西市,0.01426
20200117,北京市,北京市,辽宁省,朝阳市,0.04121
20200117,广东省,河源市,北京市,北京市,0.00029
20200117,北京市,北京市,福建省,南平市,0.00810
20200117,北京市,北京市,吉林省,通化市,0.02077
20200117,北京市,北京市,湖北省,恩施土家族苗族自治州,0.00998
20200117,北京市,北京市,四川省,自贡市,0.00389
20200117,江西省,景德镇市,北京市,北京市,0.00363
20200117,湖北省,孝感市,北京市,北京市,0.00499
20200117,浙江省,温州市,北京市,北京市,0.01429
20200117,北京市,北京市,陕西省,铜川市,0.00240
20200117,北京市,北京市,黑龙江省,伊春市,0.01102
20200117,福建省,漳州市,北京市,北京市,0.00347
20200117,陕西省,汉中市,北京市,北京市,0.00389
20200117,广东省,茂名市,北京市,北京市,0.00139
20200117,陕西省,铜川市,北京市,北京市,0.00081
20200117,浙江省,丽水市,北京市,北京市,0.00217
20200117,安徽省,安庆市,北京市,北京市,0.00444
20200117,北京市,北京市,陕西省,榆林市,0.02090
20200117,北京市,北京市,福建省,龙岩市,0.00697
20200117,福建省,泉州市,北京市,北京市,0.00995
20200117,北京市,北京市,湖北省,天门市,0.00499
20200117,北京市,北京市,甘肃省,白银市,0.00813
20200117,北京市,北京市,广东省,江门市,0.00318
20200117,辽宁省,沈阳市,北京市,北京市,0.06661
20200117,北京市,北京市,甘肃省,酒泉市,0.00444
20200117,黑龙江省,双鸭山市,北京市,北京市,0.00321
20200117,北京市,北京市,广西壮族自治区,河池市,0.00233
20200117,北京市,北京市,河南省,漯河市,0.02093
20200117,云南省,普洱市,北京市,北京市,0.00049
20200117,北京市,北京市,山西省,长治市,0.04044
20200117,甘肃省,酒泉市,北京市,北京市,0.00308
20200117,北京市,北京市,贵州省,黔西南布依族苗族自治州,0.00308
20200117,四川省,甘孜藏族自治州,北京市,北京市,0.00029
20200117,海南省,三亚市,北京市,北京市,0.04040
20200117,江苏省,常州市,北京市,北京市,0.01445
20200117,澳门,澳门,北京市,北京市,0.00813
20200117,北京市,北京市,福建省,三明市,0.00816
20200117,安徽省,铜陵市,北京市,北京市,0.00113
20200117,台湾省,新北市,北京市,北京市,0.00029
20200117,北京市,北京市,湖南省,邵阳市,0.01452
20200117,内蒙古自治区,呼和浩特市,北京市,北京市,0.06600
20200117,海南省,海口市,北京市,北京市,0.01452
20200117,河南省,新乡市,北京市,北京市,0.01458
20200117,北京市,北京市,安徽省,六安市,0.02116
20200117,四川省,巴中市,北京市,北京市,0.00201
20200117,北京市,北京市,新疆维吾尔自治区,博尔塔拉蒙古自治州,0.00113
20200117,北京市,北京市,湖南省,湘西土家族苗族自治州,0.00573
20200117,北京市,北京市,广西壮族自治区,防城港市,0.00113
20200117,北京市,北京市,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,0.00026
20200117,北京市,北京市,广东省,韶关市,0.00204
20200117,北京市,北京市,江苏省,宿迁市,0.01458
20200117,北京市,北京市,河南省,鹤壁市,0.02116
20200117,北京市,北京市,贵州省,六盘水市,0.00447
20200117,山西省,晋中市,北京市,北京市,0.02119
20200117,新疆维吾尔自治区,石河子市,北京市,北京市,0.00049
20200117,甘肃省,甘南藏族自治州,北京市,北京市,0.00026
20200117,北京市,北京市,山西省,阳泉市,0.02119
20200117,北京市,北京市,广东省,佛山市,0.01264
20200117,安徽省,淮南市,北京市,北京市,0.00350
20200117,山东省,滨州市,北京市,北京市,0.02129
20200117,贵州省,毕节市,北京市,北京市,0.00136
20200117,北京市,北京市,内蒙古自治区,乌兰察布市,0.04001
20200117,北京市,北京市,新疆维吾尔自治区,阿拉尔市,0.00026
20200117,北京市,北京市,辽宁省,阜新市,0.02129
20200117,广东省,广州市,北京市,北京市,0.08576
20200117,北京市,北京市,安徽省,蚌埠市,0.01471
20200117,黑龙江省,齐齐哈尔市,北京市,北京市,0.01481
20200117,四川省,达州市,北京市,北京市,0.00146
20200117,重庆市,重庆市,北京市,北京市,0.06477
20200117,海南省,东方市,北京市,北京市,0.00052
20200117,北京市,北京市,湖南省,株洲市,0.01481
20200117,北京市,北京市,福建省,漳州市,0.00609
20200117,北京市,北京市,江西省,吉安市,0.02132
20200117,湖北省,十堰市,北京市,北京市,0.00321
20200117,山西省,朔州市,北京市,北京市,0.01095
20200117,北京市,北京市,海南省,乐东黎族自治县,0.00259
20200117,北京市,北京市,新疆维吾尔自治区,克拉玛依市,0.00185
20200117,广西壮族自治区,柳州市,北京市,北京市,0.00424
20200117,北京市,北京市,贵州省,毕节市,0.00654
